credit_score,annual_income,loan_amount,debt_to_income,employment_length,home_ownership,loan_purpose,interest_rate,open_accounts,delinquencies_2yr,loan_default
732,64358.35,10449.28,24.76,3,MORTGAGE,home_improvement,10.95,13,0,1
696,20000.0,30252.71,24.82,2,MORTGAGE,other,23.33,7,1,0
728,55665.81,6759.94,4.86,8,MORTGAGE,debt_consolidation,6.87,8,0,0
816,20490.23,18936.93,27.42,0,RENT,home_improvement,23.51,8,1,0
724,41329.8,25969.21,3.76,10,MORTGAGE,credit_card,19.41,10,2,1
635,46439.84,30237.19,46.18,2,MORTGAGE,debt_consolidation,10.14,3,0,0
768,41108.53,61301.77,21.09,15,RENT,credit_card,18.88,5,1,0
629,62969.74,8522.81,21.95,4,MORTGAGE,major_purchase,22.99,9,0,0
693,70265.65,7276.79,28.85,4,MORTGAGE,credit_card,9.03,8,0,1
576,33298.48,23672.06,39.08,3,MORTGAGE,debt_consolidation,18.83,12,0,0
597,32699.06,25801.01,3.48,4,MORTGAGE,other,24.22,13,0,0
684,48147.05,7680.85,35.15,4,RENT,debt_consolidation,10.05,13,1,0
709,22654.96,18757.77,45.53,7,MORTGAGE,debt_consolidation,23.31,15,0,0
543,38619.44,89944.2,21.96,2,RENT,debt_consolidation,7.58,8,1,0
719,96185.98,14375.28,0.66,3,MORTGAGE,other,19.55,9,1,0
614,23082.95,25500.39,12.37,4,MORTGAGE,debt_consolidation,5.96,9,1,0
782,41354.7,40284.26,47.05,3,RENT,major_purchase,15.58,9,0,0
651,36455.57,77081.79,5.9,5,OWN,major_purchase,6.09,8,0,0
590,133603.79,15866.89,0.68,0,MORTGAGE,debt_consolidation,24.54,15,1,0
686,37461.51,32116.44,46.79,6,MORTGAGE,home_improvement,21.78,11,0,0
606,38564.77,7692.91,43.15,15,MORTGAGE,credit_card,22.23,9,1,1
781,29278.76,13594.45,23.02,0,MORTGAGE,credit_card,23.51,10,0,1
680,49249.82,9774.02,0.27,6,RENT,credit_card,19.41,8,0,0
667,56110.8,3569.79,29.19,0,RENT,debt_consolidation,10.8,12,1,0
727,31479.45,4349.76,40.84,8,RENT,debt_consolidation,25.0,7,0,0
599,80367.2,18052.2,14.3,9,MORTGAGE,debt_consolidation,12.0,7,0,0
576,56135.95,18302.3,8.64,2,RENT,debt_consolidation,22.41,6,1,0
712,75052.99,6443.71,45.23,9,MORTGAGE,home_improvement,20.02,9,1,0
592,41603.19,39742.23,38.4,1,MORTGAGE,debt_consolidation,17.71,10,0,1
591,55358.87,6142.66,22.4,23,MORTGAGE,debt_consolidation,18.44,5,0,0
746,44066.35,15995.91,45.25,3,RENT,credit_card,5.0,14,0,0
722,101604.26,9989.93,30.41,0,RENT,credit_card,16.47,7,0,0
579,51954.94,14398.27,47.2,0,MORTGAGE,major_purchase,6.9,13,1,1
630,49235.83,25058.62,5.16,1,RENT,debt_consolidation,24.98,11,0,0
607,38982.92,22700.44,21.82,2,MORTGAGE,home_improvement,9.22,9,1,0
822,37873.93,21927.34,33.96,8,RENT,debt_consolidation,21.98,10,0,0
752,55207.88,20052.5,20.39,6,MORTGAGE,home_improvement,20.82,9,0,0
646,73850.18,5481.2,17.49,8,MORTGAGE,other,18.41,16,1,1
726,34812.12,29559.8,34.77,13,MORTGAGE,debt_consolidation,16.52,12,1,1
571,52223.59,6360.09,30.28,18,OWN,credit_card,13.56,9,0,0
626,53749.24,12404.02,14.13,0,RENT,debt_consolidation,20.25,10,0,0
688,58640.55,10447.01,22.2,3,RENT,credit_card,12.77,10,1,0
716,20873.84,17070.14,35.35,5,MORTGAGE,credit_card,20.1,18,0,0
672,30872.89,9515.71,31.35,11,OWN,major_purchase,8.66,17,0,1
699,24762.3,11956.65,22.65,13,RENT,home_improvement,21.38,10,0,1
686,49833.47,41490.0,13.0,1,MORTGAGE,credit_card,20.4,11,0,0
666,31241.83,5395.51,5.73,26,MORTGAGE,debt_consolidation,20.24,2,0,0
656,38249.26,13336.68,42.01,2,RENT,debt_consolidation,13.17,13,0,0
645,26980.23,6124.86,41.02,12,MORTGAGE,credit_card,19.04,12,0,0
698,40069.94,21419.24,30.67,2,MORTGAGE,other,15.19,14,0,0
712,27943.73,8032.81,28.57,0,RENT,home_improvement,10.38,9,0,0
695,71607.44,13725.02,6.82,6,MORTGAGE,debt_consolidation,14.39,5,1,0
585,62293.6,5285.56,22.34,5,OWN,other,13.01,8,0,0
600,52844.8,32993.9,24.19,2,MORTGAGE,major_purchase,8.24,10,1,0
711,42151.65,14058.08,23.07,1,RENT,credit_card,5.3,6,0,0
797,20000.0,14712.25,12.1,3,RENT,home_improvement,18.09,14,0,0
692,38983.61,23869.17,6.19,8,MORTGAGE,debt_consolidation,19.82,9,0,0
647,33499.03,5563.67,46.57,2,RENT,other,11.19,9,0,0
697,55472.19,8686.14,27.82,5,MORTGAGE,debt_consolidation,24.94,7,0,0
589,66826.41,15048.56,43.13,23,RENT,major_purchase,9.39,13,2,0
784,57659.85,3891.73,33.6,1,MORTGAGE,credit_card,17.18,6,1,0
694,92181.91,4195.47,41.02,2,RENT,home_improvement,21.32,9,0,0
626,36895.43,7518.46,10.8,0,MORTGAGE,debt_consolidation,19.4,13,0,0
666,36138.43,6010.73,5.3,3,RENT,credit_card,12.93,11,0,0
637,82366.91,10501.73,30.69,11,MORTGAGE,credit_card,22.14,6,1,0
784,53268.91,19258.4,27.47,22,RENT,credit_card,19.89,10,0,0
663,43325.67,22582.18,4.82,4,RENT,credit_card,10.12,8,0,0
692,123409.15,47409.95,30.56,8,RENT,other,19.76,8,1,0
725,65438.45,13149.81,9.09,6,MORTGAGE,credit_card,11.61,9,0,0
620,44566.06,14884.13,5.41,6,RENT,debt_consolidation,10.27,12,0,0
695,34787.99,13129.06,49.26,4,MORTGAGE,credit_card,12.59,10,0,0
701,95154.42,16717.11,27.79,5,RENT,other,12.99,14,1,0
555,54366.23,17656.46,16.49,0,MORTGAGE,debt_consolidation,5.28,10,1,0
700,49625.42,25475.75,4.9,1,RENT,debt_consolidation,10.26,19,0,0
676,68743.55,25406.13,45.84,0,RENT,debt_consolidation,18.68,11,1,0
690,76118.3,19217.07,47.13,0,MORTGAGE,debt_consolidation,12.47,9,0,0
682,64533.19,38450.27,12.85,4,RENT,credit_card,17.65,8,0,1
700,76266.4,13612.31,21.75,1,MORTGAGE,debt_consolidation,18.1,15,0,0
786,61432.06,8707.17,32.28,3,MORTGAGE,debt_consolidation,24.58,7,1,0
585,64695.39,9763.13,5.56,0,MORTGAGE,debt_consolidation,13.54,5,0,0
652,34002.22,12405.75,26.85,2,RENT,credit_card,16.84,8,0,0
733,121197.53,6257.0,10.93,9,RENT,credit_card,19.35,12,1,0
718,26453.97,8696.21,11.26,6,RENT,home_improvement,18.52,6,2,0
716,57221.72,6015.61,30.15,8,RENT,home_improvement,15.62,14,0,0
850,25124.95,16996.66,15.5,3,MORTGAGE,major_purchase,20.89,6,0,0
729,46673.68,17114.39,27.52,4,MORTGAGE,debt_consolidation,18.1,13,0,0
770,36840.5,3872.9,13.12,5,MORTGAGE,credit_card,18.38,8,0,0
655,52463.76,8451.87,24.38,2,MORTGAGE,debt_consolidation,10.72,10,1,0
600,58155.68,47936.49,46.61,0,MORTGAGE,credit_card,20.86,7,0,0
654,30388.91,20761.3,24.24,10,MORTGAGE,other,16.27,11,0,0
736,48305.12,18361.94,25.07,7,OWN,major_purchase,21.89,12,0,1
712,98404.04,8391.9,24.64,9,RENT,credit_card,8.14,4,1,0
712,25434.64,16335.53,42.83,0,RENT,debt_consolidation,12.79,12,2,0
662,31983.43,13224.72,34.09,3,RENT,debt_consolidation,19.01,11,0,0
650,75386.03,7648.6,1.53,10,MORTGAGE,credit_card,23.15,15,1,0
665,50959.04,9455.46,5.9,9,MORTGAGE,debt_consolidation,22.32,13,1,0
737,52869.27,9605.8,28.89,1,RENT,home_improvement,17.22,11,0,0
747,81727.94,4712.29,38.01,2,RENT,debt_consolidation,19.76,9,0,1
599,32957.22,5289.63,5.85,2,MORTGAGE,debt_consolidation,13.22,10,1,0
740,37810.13,11618.71,25.14,1,MORTGAGE,home_improvement,8.44,7,1,1
627,35549.42,7379.06,32.12,0,RENT,credit_card,14.74,5,1,1
717,41187.85,10822.23,20.04,1,MORTGAGE,debt_consolidation,24.09,9,0,1
664,95775.39,4341.79,34.68,2,MORTGAGE,home_improvement,12.48,9,1,0
805,20940.91,23410.23,17.13,1,RENT,credit_card,15.57,6,0,0
646,26981.06,57316.03,31.15,0,MORTGAGE,home_improvement,23.86,11,0,0
694,24764.3,27424.08,38.29,1,MORTGAGE,major_purchase,7.03,14,0,0
728,98799.42,29477.26,47.79,6,MORTGAGE,home_improvement,6.04,11,0,0
610,36054.97,20708.21,31.94,3,MORTGAGE,other,17.4,11,1,0
674,41633.62,16089.31,17.58,3,RENT,debt_consolidation,11.96,7,1,0
658,21865.88,14193.88,36.06,3,MORTGAGE,debt_consolidation,18.29,11,0,1
638,42993.62,7043.29,40.22,6,MORTGAGE,home_improvement,12.9,8,0,1
644,75603.73,21656.03,20.73,0,OWN,home_improvement,15.21,13,0,0
768,55630.03,20774.8,18.13,3,OWN,credit_card,24.31,8,0,1
632,46447.04,9661.39,7.62,4,MORTGAGE,credit_card,14.35,7,0,0
725,22416.6,19306.61,33.84,0,MORTGAGE,debt_consolidation,18.56,5,0,0
705,41607.01,8219.28,22.24,0,MORTGAGE,debt_consolidation,24.93,7,0,1
568,52757.3,8594.01,6.65,0,MORTGAGE,debt_consolidation,12.96,9,1,0
721,29854.4,22984.46,28.07,9,MORTGAGE,debt_consolidation,5.18,9,0,0
566,68012.42,18058.45,49.49,20,MORTGAGE,home_improvement,19.07,13,0,1
730,76308.09,11357.56,2.57,1,MORTGAGE,credit_card,17.84,9,1,0
639,37634.47,10473.82,25.78,2,OWN,home_improvement,12.09,13,0,1
680,70468.15,15098.35,46.79,1,RENT,debt_consolidation,19.63,15,0,1
576,46403.5,3696.79,47.96,1,RENT,major_purchase,20.29,9,0,1
689,86991.79,7860.15,17.09,1,RENT,debt_consolidation,9.6,7,1,0
754,135547.22,5510.57,8.58,0,RENT,debt_consolidation,8.87,11,0,0
615,28372.26,13471.04,21.04,3,MORTGAGE,credit_card,18.63,11,0,0
631,72023.1,28624.92,15.93,6,MORTGAGE,credit_card,13.53,14,0,1
716,94134.73,18657.64,24.13,0,MORTGAGE,home_improvement,7.51,11,0,0
718,30171.7,9338.97,29.8,1,MORTGAGE,credit_card,7.24,7,0,0
485,36770.08,8146.81,38.41,6,RENT,other,5.13,11,0,1
841,36563.71,7881.66,31.71,2,RENT,credit_card,6.6,12,0,1
722,45871.96,54161.85,44.6,2,RENT,debt_consolidation,18.46,11,1,0
735,41020.09,14011.64,36.79,2,MORTGAGE,credit_card,23.75,9,0,0
668,44393.92,15364.66,25.93,9,RENT,home_improvement,20.91,5,0,0
531,74532.77,3047.9,5.96,0,RENT,credit_card,14.62,17,0,0
733,20000.0,5845.01,40.19,0,RENT,debt_consolidation,18.89,10,0,1
634,30123.27,12952.92,35.71,2,MORTGAGE,credit_card,16.81,12,0,0
723,68525.69,9426.56,16.81,1,MORTGAGE,home_improvement,9.64,6,0,0
662,64627.03,14663.85,11.6,6,RENT,credit_card,12.99,11,0,0
699,28874.93,14529.19,32.9,3,RENT,credit_card,14.57,12,1,0
618,64851.22,20339.43,4.21,1,RENT,debt_consolidation,10.44,14,0,0
749,95171.28,3610.45,39.36,0,MORTGAGE,major_purchase,23.8,12,0,0
584,47833.75,6163.13,11.34,16,RENT,debt_consolidation,10.57,8,0,0
850,29614.5,12459.91,29.67,0,RENT,debt_consolidation,18.89,12,1,0
850,75923.17,8491.47,15.18,3,RENT,home_improvement,11.56,10,0,0
810,116020.56,10751.56,23.86,0,OWN,credit_card,14.57,6,0,0
782,31474.4,14419.25,40.03,8,RENT,debt_consolidation,19.12,8,0,0
673,49992.39,7931.1,14.35,1,MORTGAGE,debt_consolidation,20.23,7,0,0
773,84548.26,15284.42,1.65,0,MORTGAGE,credit_card,9.69,7,0,0
672,51931.42,19551.15,3.87,0,MORTGAGE,other,15.96,11,0,0
555,20462.55,13982.41,3.72,0,RENT,major_purchase,17.77,8,0,0
800,61188.15,22126.02,22.95,9,MORTGAGE,home_improvement,5.7,7,0,0
770,30049.33,2918.84,4.16,9,MORTGAGE,credit_card,20.16,11,1,0
677,25968.48,8864.2,20.63,1,RENT,major_purchase,17.51,9,0,0
581,20663.54,24950.06,34.89,2,RENT,other,17.8,8,2,1
633,88894.33,7295.06,43.99,2,OWN,debt_consolidation,9.07,10,0,1
534,32294.25,6633.97,11.07,6,MORTGAGE,credit_card,14.85,8,0,0
755,57911.32,12229.57,43.83,2,MORTGAGE,major_purchase,16.38,13,0,0
551,65478.51,13198.74,48.9,4,OWN,major_purchase,11.93,7,0,1
702,53151.92,9188.54,31.29,2,MORTGAGE,major_purchase,18.69,9,2,0
612,56856.48,48557.39,36.86,0,RENT,other,5.79,9,0,1
565,59309.46,16326.48,24.15,1,MORTGAGE,debt_consolidation,15.13,7,1,0
699,52525.23,7100.94,3.74,2,RENT,credit_card,6.19,8,0,0
653,33520.76,4877.29,48.0,3,OWN,debt_consolidation,13.76,4,0,1
747,32058.94,17745.79,47.26,1,MORTGAGE,credit_card,22.84,10,0,0
578,46514.03,6984.12,16.14,2,RENT,debt_consolidation,13.99,11,0,0
619,46023.99,60284.69,9.79,2,RENT,credit_card,24.63,14,0,0
488,60758.35,18025.81,3.27,0,MORTGAGE,credit_card,20.09,7,0,0
505,85035.58,19771.18,24.89,2,RENT,home_improvement,23.93,10,0,1
823,58218.16,15900.11,46.24,8,RENT,debt_consolidation,22.51,15,1,0
846,32681.29,29292.85,2.05,0,OWN,major_purchase,22.13,7,0,0
687,20000.0,2498.03,30.58,8,MORTGAGE,debt_consolidation,11.6,6,0,0
614,33373.97,5754.35,41.78,0,RENT,credit_card,21.45,12,0,1
656,25028.11,27553.82,18.99,18,MORTGAGE,other,11.73,4,0,0
749,34023.74,38192.94,30.6,10,RENT,major_purchase,21.95,6,0,0
638,55333.76,5626.84,22.19,0,MORTGAGE,credit_card,14.38,9,0,0
699,51133.51,3740.44,3.27,4,RENT,debt_consolidation,5.17,10,0,0
678,124130.51,15021.91,25.22,2,RENT,debt_consolidation,23.28,6,0,0
634,62413.74,18765.75,4.45,7,RENT,home_improvement,18.94,4,0,0
637,127335.89,14811.63,34.25,3,RENT,debt_consolidation,18.73,7,1,0
703,70092.4,12813.56,15.5,5,MORTGAGE,debt_consolidation,22.53,13,1,0
601,84360.4,3654.45,40.13,6,MORTGAGE,credit_card,24.23,4,0,0
716,40968.09,10275.25,29.35,14,MORTGAGE,debt_consolidation,20.33,17,0,1
642,28645.32,11405.71,46.75,3,MORTGAGE,major_purchase,16.4,10,0,0
690,39164.27,9101.84,36.89,0,OWN,credit_card,8.57,13,0,0
790,48730.74,3487.3,36.24,6,RENT,major_purchase,19.35,18,0,1
666,35807.78,20116.9,15.23,1,RENT,debt_consolidation,15.03,15,1,0
753,29715.64,24490.33,22.1,2,OWN,other,15.52,7,0,0
536,60380.34,7659.86,37.28,0,MORTGAGE,other,18.08,12,0,0
642,29652.49,11729.0,36.1,2,MORTGAGE,credit_card,20.18,15,0,0
682,22771.25,9434.82,34.61,3,MORTGAGE,debt_consolidation,10.21,11,1,0
833,27971.93,9499.22,0.4,0,RENT,debt_consolidation,11.35,9,0,0
523,43600.43,18867.88,0.87,7,RENT,other,9.82,13,0,1
672,29867.93,19189.59,3.37,0,MORTGAGE,credit_card,20.1,7,0,0
796,43737.23,28348.8,1.58,1,RENT,debt_consolidation,14.28,9,0,0
617,66185.86,27938.2,38.64,4,MORTGAGE,debt_consolidation,16.91,11,0,1
662,65330.97,11845.88,27.34,2,RENT,other,15.64,9,0,0
706,35227.67,97682.05,25.24,3,RENT,other,21.96,9,0,0
694,25540.72,39535.98,4.28,28,MORTGAGE,debt_consolidation,16.64,10,0,0
805,36760.83,8427.89,38.73,2,RENT,credit_card,24.6,9,1,0
715,68038.05,14597.7,4.64,5,MORTGAGE,major_purchase,16.94,12,0,0
786,76465.74,3327.35,11.09,7,OWN,home_improvement,15.05,6,0,1
651,58480.28,13617.08,40.95,3,OWN,home_improvement,6.24,11,1,1
620,89385.88,43113.28,34.63,10,RENT,major_purchase,13.47,11,0,0
661,116378.26,93611.93,4.63,12,RENT,major_purchase,11.71,17,0,0
587,38498.94,12272.36,3.69,3,MORTGAGE,credit_card,16.64,12,1,0
718,103082.16,16889.0,20.32,5,RENT,credit_card,11.98,7,0,0
649,43033.12,20408.74,30.17,0,MORTGAGE,major_purchase,11.19,3,0,1
626,81627.73,53412.1,12.34,11,OWN,home_improvement,24.98,6,0,1
719,69862.63,6713.78,29.26,4,MORTGAGE,debt_consolidation,11.4,12,1,0
588,20000.0,85721.52,17.97,2,MORTGAGE,credit_card,22.02,9,0,0
741,30238.96,10700.54,29.43,2,MORTGAGE,credit_card,21.19,9,0,0
641,26618.35,5889.3,36.28,2,RENT,other,11.49,15,0,0
772,20110.08,10714.11,42.16,2,MORTGAGE,credit_card,12.61,9,0,0
648,76088.89,7580.06,9.79,2,MORTGAGE,debt_consolidation,19.83,9,0,0
730,137914.05,17916.53,4.26,1,RENT,debt_consolidation,12.72,12,0,0
694,43095.06,4202.03,5.92,3,RENT,other,5.83,6,0,0
739,75137.75,14752.21,8.27,0,MORTGAGE,credit_card,15.06,12,0,1
688,102982.33,21264.16,16.22,12,RENT,debt_consolidation,15.62,9,1,0
546,54402.53,37721.44,1.43,6,RENT,credit_card,11.65,12,1,0
760,48404.28,21513.25,41.63,4,MORTGAGE,debt_consolidation,6.07,12,0,0
672,43354.08,36130.48,42.45,13,RENT,debt_consolidation,13.76,7,0,1
743,64137.18,8743.21,35.66,0,RENT,debt_consolidation,24.24,15,0,0
735,75913.29,17604.91,17.82,2,RENT,home_improvement,23.6,14,0,1
618,61753.29,2806.07,35.34,12,OWN,home_improvement,21.69,11,0,0
606,60701.98,12335.15,28.73,3,MORTGAGE,debt_consolidation,12.4,11,0,0
732,47781.73,17513.48,33.12,4,MORTGAGE,home_improvement,8.67,12,0,1
655,22104.2,18658.61,4.39,0,RENT,home_improvement,24.5,11,1,0
754,76792.19,4438.83,43.74,2,RENT,debt_consolidation,22.18,20,1,1
665,25788.59,10166.81,17.43,0,MORTGAGE,debt_consolidation,8.91,6,0,0
761,66815.66,11208.95,13.46,16,MORTGAGE,home_improvement,13.51,8,0,0
713,71529.72,9893.64,19.54,6,RENT,credit_card,17.04,14,0,0
703,27716.52,22192.38,12.36,4,MORTGAGE,debt_consolidation,17.18,15,0,1
650,36174.13,11478.38,49.71,14,MORTGAGE,credit_card,17.9,8,0,1
698,141596.58,14321.67,32.31,2,RENT,major_purchase,24.01,9,0,0
775,47110.86,9483.1,44.82,7,MORTGAGE,debt_consolidation,8.09,7,1,0
675,26632.65,28152.1,47.55,1,MORTGAGE,credit_card,22.9,14,0,1
722,73162.6,29657.31,29.06,1,MORTGAGE,debt_consolidation,10.53,11,0,0
683,33311.65,10766.13,40.03,1,RENT,debt_consolidation,16.03,8,0,0
689,20000.0,98263.95,45.26,11,RENT,home_improvement,16.07,16,0,0
817,63569.23,7812.38,7.5,10,MORTGAGE,credit_card,18.95,14,0,0
776,30998.41,27039.06,13.46,0,RENT,major_purchase,12.02,7,1,0
686,57560.63,6865.74,20.08,8,MORTGAGE,debt_consolidation,7.3,10,0,0
697,32651.79,22951.0,31.14,4,MORTGAGE,credit_card,21.91,9,0,0
623,69814.86,21731.17,38.41,2,RENT,debt_consolidation,8.61,8,0,0
666,53731.2,6579.96,17.25,3,MORTGAGE,major_purchase,9.79,12,0,1
704,20000.0,12192.52,42.13,12,RENT,credit_card,6.58,10,2,0
748,59338.06,49385.77,32.72,5,MORTGAGE,other,15.19,8,0,0
739,42409.78,7555.18,18.6,2,MORTGAGE,credit_card,17.12,7,0,0
591,99544.38,17699.76,34.04,2,OWN,debt_consolidation,15.43,11,0,1
758,59730.85,16896.11,42.6,1,MORTGAGE,credit_card,6.69,12,0,0
672,71544.79,12970.1,16.8,4,OWN,other,21.75,8,0,0
601,34362.79,3976.7,19.35,1,RENT,debt_consolidation,6.24,9,0,0
786,33023.22,23861.88,34.59,9,RENT,debt_consolidation,24.63,15,0,1
797,48396.14,13468.8,21.49,2,MORTGAGE,credit_card,12.47,11,0,0
701,40933.0,28931.67,8.88,6,MORTGAGE,credit_card,16.4,7,0,0
736,95702.96,15712.8,42.71,16,MORTGAGE,debt_consolidation,18.78,8,0,0
741,45403.32,13976.44,10.08,4,RENT,debt_consolidation,15.53,11,0,0
791,26571.36,17340.13,12.32,0,MORTGAGE,debt_consolidation,21.83,14,0,0
738,32409.59,6692.4,43.39,2,MORTGAGE,credit_card,20.64,7,0,0
573,79421.59,39762.29,32.1,6,MORTGAGE,other,16.6,8,0,1
840,45088.0,10272.34,21.58,25,MORTGAGE,credit_card,5.31,8,0,0
765,43898.88,10365.18,19.09,6,RENT,credit_card,17.78,15,0,0
639,83290.83,33011.37,9.16,4,MORTGAGE,debt_consolidation,20.78,9,2,0
597,31027.17,15885.14,3.4,20,RENT,major_purchase,21.29,10,0,0
720,20000.0,11321.8,45.47,1,RENT,other,15.88,6,0,0
657,32002.42,17848.49,2.24,1,RENT,home_improvement,11.85,8,0,1
706,55328.56,20706.21,3.08,2,MORTGAGE,credit_card,12.17,7,0,0
739,43271.27,12297.64,37.61,1,MORTGAGE,other,12.33,12,0,0
634,22466.6,25479.54,44.69,2,RENT,credit_card,18.87,5,0,1
590,81473.23,5489.61,35.49,3,RENT,debt_consolidation,19.0,11,0,0
710,53196.53,16046.83,12.1,0,RENT,debt_consolidation,16.88,10,2,0
637,59546.18,23392.92,13.53,8,RENT,debt_consolidation,20.32,7,2,0
691,60464.1,20645.58,48.07,6,MORTGAGE,credit_card,14.6,8,0,0
572,25609.99,2782.95,35.0,6,MORTGAGE,debt_consolidation,15.69,8,1,1
659,57036.09,12226.8,41.39,8,RENT,debt_consolidation,22.35,14,0,0
737,77166.98,5711.14,22.32,8,OWN,credit_card,15.01,11,1,0
728,86695.31,32860.95,38.83,3,MORTGAGE,home_improvement,10.99,18,0,0
616,70307.35,10163.2,49.04,8,RENT,credit_card,13.37,17,0,0
586,63358.53,30402.88,17.84,1,MORTGAGE,home_improvement,10.09,6,1,0
681,20563.84,5699.13,16.03,26,MORTGAGE,major_purchase,9.49,9,0,0
724,48656.11,17561.25,2.15,8,MORTGAGE,debt_consolidation,17.17,12,0,1
712,30385.26,13434.19,36.85,0,MORTGAGE,other,5.33,9,0,0
639,93067.84,92489.32,12.03,1,MORTGAGE,debt_consolidation,11.21,14,0,1
703,86265.91,30471.57,12.7,5,MORTGAGE,home_improvement,17.82,12,0,1
800,30477.24,29135.68,31.6,1,MORTGAGE,credit_card,9.26,12,0,0
696,47906.71,55241.26,36.94,4,MORTGAGE,credit_card,24.96,11,0,0
549,55506.46,16295.39,20.37,4,RENT,other,17.56,7,0,0
696,76910.34,12460.83,47.23,1,RENT,home_improvement,17.58,12,0,0
843,21209.21,11504.96,8.09,0,OWN,debt_consolidation,15.67,7,1,0
577,20000.0,16805.67,26.37,0,MORTGAGE,credit_card,20.33,12,1,1
682,49964.81,1921.6,30.87,2,MORTGAGE,credit_card,18.91,6,1,0
661,20000.0,13381.5,30.87,0,RENT,credit_card,21.75,10,1,1
687,53065.71,15658.26,32.84,3,RENT,debt_consolidation,10.13,12,0,0
695,65913.85,11978.93,31.69,8,OWN,major_purchase,13.54,8,0,0
771,90947.71,4575.01,39.59,0,OWN,debt_consolidation,15.71,8,1,0
686,35908.02,12029.47,40.7,4,MORTGAGE,other,12.11,12,0,0
782,53134.98,4566.08,48.87,1,RENT,major_purchase,10.24,8,1,0
670,67897.53,46241.38,46.98,2,RENT,major_purchase,5.35,4,1,0
651,27231.78,11157.36,26.0,1,MORTGAGE,credit_card,12.44,11,1,0
626,77472.16,3152.99,35.3,10,MORTGAGE,major_purchase,14.13,10,1,1
534,56228.06,11561.57,20.12,3,MORTGAGE,debt_consolidation,21.04,8,1,0
702,36216.74,25003.69,32.53,1,RENT,credit_card,18.71,9,1,0
844,52611.51,15112.15,0.37,14,RENT,credit_card,11.8,8,0,0
716,45721.9,7046.6,18.38,0,MORTGAGE,credit_card,19.74,12,0,0
734,72405.46,8310.09,45.73,1,MORTGAGE,credit_card,8.09,8,0,0
646,40936.2,10929.35,33.75,8,MORTGAGE,home_improvement,10.98,14,1,0
660,54915.19,9820.58,0.86,6,MORTGAGE,debt_consolidation,11.62,12,0,0
758,35937.41,5531.99,26.13,10,MORTGAGE,other,5.55,11,0,0
840,30671.18,12742.29,18.29,6,MORTGAGE,credit_card,22.43,10,0,0
799,53410.7,5252.11,40.44,2,MORTGAGE,home_improvement,13.55,11,0,0
744,31307.6,25960.5,5.74,13,MORTGAGE,other,11.11,8,0,1
682,73151.66,28276.15,30.2,1,MORTGAGE,other,19.86,11,0,1
696,65914.67,6619.46,35.6,5,MORTGAGE,credit_card,15.65,16,1,0
619,33437.82,8089.72,29.77,10,MORTGAGE,other,22.69,10,0,0
564,54550.94,9935.8,13.72,1,OWN,credit_card,18.61,10,0,1
589,33361.24,13068.21,39.66,1,MORTGAGE,debt_consolidation,22.89,17,0,0
683,21979.02,15991.19,39.68,5,RENT,credit_card,19.43,11,0,1
656,36365.92,18474.32,18.05,0,RENT,debt_consolidation,20.61,9,0,0
562,47802.9,18175.05,13.33,3,RENT,home_improvement,13.6,11,0,0
677,63621.35,39644.44,33.19,0,RENT,debt_consolidation,7.1,7,0,0
654,52825.01,13936.34,18.39,6,RENT,credit_card,14.66,10,1,0
586,77175.5,5368.28,17.27,6,MORTGAGE,debt_consolidation,15.83,8,0,0
650,30013.93,4331.08,22.53,14,RENT,debt_consolidation,10.02,13,0,0
654,40605.18,41984.29,22.9,0,MORTGAGE,home_improvement,9.6,13,1,1
630,111545.0,19086.93,41.48,12,RENT,debt_consolidation,12.39,12,0,0
754,20000.0,15436.91,47.64,4,RENT,other,13.4,9,0,0
527,39105.67,18293.63,35.67,1,RENT,debt_consolidation,17.42,13,0,0
521,28688.54,14945.84,4.41,7,MORTGAGE,credit_card,10.84,11,0,1
680,44458.03,18092.13,16.89,15,MORTGAGE,credit_card,6.38,15,0,1
687,39449.48,10292.68,9.48,4,RENT,credit_card,11.66,17,0,0
712,66242.51,27963.0,33.16,2,RENT,debt_consolidation,9.45,7,1,0
636,55701.39,9251.99,29.91,6,MORTGAGE,major_purchase,17.37,11,1,0
606,25519.32,7098.93,49.12,5,MORTGAGE,debt_consolidation,12.54,9,0,0
679,36531.09,4090.44,22.38,1,RENT,debt_consolidation,16.67,18,0,1
644,49017.93,11311.7,5.27,0,OWN,credit_card,12.21,4,0,0
804,70947.14,32443.38,29.92,5,MORTGAGE,debt_consolidation,16.48,7,0,0
654,165458.91,9699.75,18.35,5,RENT,credit_card,5.07,8,0,0
675,69661.14,5089.92,8.9,5,MORTGAGE,debt_consolidation,16.89,7,0,1
850,29547.37,16307.49,18.55,7,MORTGAGE,home_improvement,6.0,7,0,0
664,46773.75,8469.72,11.91,7,RENT,debt_consolidation,20.31,9,0,0
724,53663.49,39489.38,9.86,2,MORTGAGE,credit_card,23.19,11,0,0
731,37809.08,28345.35,24.18,3,MORTGAGE,credit_card,15.62,10,1,1
738,62014.83,5488.3,40.5,1,RENT,major_purchase,5.49,12,0,0
703,20000.0,11828.58,44.28,3,RENT,debt_consolidation,11.14,6,0,1
695,64639.1,7873.91,13.02,2,MORTGAGE,credit_card,7.11,11,0,0
688,38630.84,5929.21,22.42,0,MORTGAGE,credit_card,6.42,8,0,0
